Temperature,Humidity,Wind Speed,Pressure,PM2.5,PM10,NO2,SO2,CO,O3,AQI
31.13,34.9,8.6,1013.32,95.24,166.0,70.93,6.61,3.63,112.09,125.68
24.5,45.52,2.38,1027.62,94.19,218.45,62.25,20.99,1.61,32.84,113.16
23.98,31.67,8.81,1010.1,240.06,72.45,22.53,26.71,2.84,76.51,157.7
20.61,67.88,3.85,1023.73,113.77,219.35,30.95,41.69,3.21,175.12,124.37
20.87,55.58,7.37,1027.29,190.0,245.09,43.85,5.65,2.51,69.69,155.4
23.87,62.89,3.53,1027.34,188.95,129.45,71.43,18.73,4.17,157.53,157.81
26.84,40.48,9.11,1015.85,70.06,226.46,65.68,41.49,4.2,25.85,143.65
29.57,47.76,1.7,993.37,145.11,127.17,55.56,33.12,4.28,66.81,145.99
20.98,69.83,2.2,1017.61,224.1,206.72,78.0,15.92,4.06,69.66,195.0
32.46,87.92,5.18,1023.48,121.42,231.56,77.0,42.58,2.54,18.77,174.22
23.64,33.03,1.28,1012.19,236.55,297.66,63.7,25.68,2.03,30.25,213.39
24.89,83.42,2.36,1030.45,57.54,110.17,79.76,25.92,4.19,42.84,55.75
21.26,64.61,9.47,1021.6,23.17,129.2,36.76,48.88,2.55,152.43,34.44
12.88,63.84,9.78,1018.68,223.41,58.03,88.72,47.46,1.38,20.78,127.2
29.42,60.02,4.07,1023.86,212.68,69.18,63.42,19.21,2.64,60.78,155.77
28.68,34.16,9.27,1016.33,248.18,211.08,83.12,8.75,0.88,11.73,189.52
23.59,35.39,5.68,988.07,171.45,275.94,56.9,17.63,3.52,128.26,195.12
25.33,66.05,3.06,1008.01,234.49,124.44,25.75,3.46,1.81,115.45,189.76
27.58,50.46,7.17,1024.97,207.6,62.15,56.53,3.0,1.45,119.65,118.5
17.19,85.04,6.76,1004.92,211.88,92.68,40.26,20.99,4.79,73.65,161.84
22.35,54.4,9.9,1010.77,144.44,141.96,71.26,47.17,3.93,45.41,145.07
28.97,38.6,3.02,1002.55,98.68,94.29,50.2,43.83,3.98,132.45,86.51
18.73,72.88,6.88,1030.84,233.97,77.74,84.43,26.55,3.19,147.89,182.93
26.47,47.6,0.99,1029.81,110.87,223.44,69.42,29.13,4.23,33.56,139.9
18.22,61.53,1.58,1004.16,137.01,12.28,70.03,2.28,3.84,92.76,86.94
27.33,71.87,0.54,1014.47,114.3,166.38,25.63,12.34,3.07,52.28,152.18
24.82,84.02,9.99,1006.2,143.38,240.19,98.5,3.19,4.81,38.58,176.81
16.92,77.53,8.12,1019.15,120.27,87.21,84.96,38.22,1.12,134.84,116.64
30.82,70.58,7.97,1018.1,16.75,184.95,79.96,8.99,4.73,101.48,108.85
21.33,70.78,5.34,1021.12,221.1,203.98,36.37,43.71,2.13,46.75,175.13
20.95,86.76,3.35,1016.32,113.88,199.96,55.89,32.88,2.74,62.7,152.37
26.0,47.75,1.94,1042.35,149.29,139.3,18.02,13.01,0.79,174.33,117.21
30.74,30.07,3.2,1002.72,39.1,110.51,56.16,9.57,2.79,154.28,62.09
19.92,46.32,4.07,995.89,5.83,252.42,18.86,32.13,3.13,159.59,90.65
25.31,43.07,7.68,1009.07,65.1,229.95,57.54,45.24,4.99,88.2,116.95
27.14,69.71,5.63,997.32,177.62,103.16,66.63,36.48,4.88,116.05,157.54
28.47,68.02,1.24,998.08,29.3,39.88,42.07,18.73,4.84,74.05,51.76
25.88,65.61,0.67,1002.99,227.68,30.82,52.36,30.19,1.87,23.21,128.54
23.16,30.97,1.47,1003.78,57.68,37.34,88.19,16.92,4.96,78.18,76.26
20.86,73.73,4.4,1003.45,55.13,179.03,15.31,49.96,2.39,110.98,90.55
25.43,49.41,9.37,1018.18,49.47,24.98,80.21,37.94,4.29,58.81,51.27
19.64,69.9,6.56,1007.94,8.43,107.71,21.22,31.49,1.24,154.15,47.75
10.39,63.39,8.12,1011.2,194.09,228.43,8.49,22.32,2.63,35.69,183.09
27.18,50.56,4.93,1021.94,219.38,95.36,22.63,31.67,4.84,72.41,163.95
29.52,38.07,3.94,1005.34,155.47,231.36,77.68,18.4,4.75,31.23,165.24
13.19,35.67,1.53,1010.35,51.11,226.19,43.49,3.39,3.48,78.82,122.66
19.95,79.89,8.82,1016.66,74.89,81.29,87.89,20.96,4.03,16.74,80.76
28.1,85.1,7.94,993.58,121.6,221.36,54.85,46.66,1.05,56.33,129.47
35.29,68.99,2.1,989.15,238.81,226.86,7.11,32.06,3.66,78.12,180.31
25.1,36.21,5.37,1016.46,65.6,125.26,73.09,6.03,3.17,91.29,104.06
21.36,54.12,5.13,1017.92,184.25,71.02,15.47,44.48,0.64,102.43,121.36
24.09,73.74,6.44,1033.64,112.66,161.17,79.99,14.91,0.74,56.75,119.95
31.87,76.79,9.49,1014.58,77.97,277.21,20.97,13.7,0.72,98.92,144.76
21.77,37.09,6.01,1021.2,116.7,195.49,37.82,16.26,3.68,96.53,127.39
21.0,30.0,5.63,1011.05,22.45,60.15,77.32,29.71,0.88,63.75,21.78
22.59,72.73,0.98,1015.97,200.68,208.0,95.65,28.15,2.45,151.13,185.12
20.23,51.4,1.1,1029.67,64.61,133.89,40.29,25.59,1.91,102.76,90.19
25.61,45.27,2.28,991.76,182.73,181.54,83.79,36.44,2.84,66.49,161.94
33.12,30.77,0.81,1017.14,21.75,222.88,23.13,17.19,3.59,171.05,117.21
26.62,62.42,7.56,1034.36,239.0,159.33,81.68,39.54,3.49,153.67,153.69
23.74,81.07,7.37,1015.82,52.29,246.06,67.46,10.42,2.67,177.04,135.59
23.54,87.46,1.79,1029.51,221.27,219.43,23.31,39.57,2.43,127.68,202.48
17.18,63.94,8.44,1006.71,203.32,188.37,33.74,33.86,2.11,74.3,177.9
29.42,60.87,1.97,1012.68,242.13,53.73,17.52,34.79,4.34,57.75,104.8
24.61,35.1,3.36,1013.34,122.08,252.43,41.38,25.11,1.79,122.76,169.24
24.1,62.93,2.87,990.82,183.21,281.41,24.35,34.02,1.44,176.74,172.64
40.97,52.8,4.04,1001.32,95.82,49.72,66.18,5.83,3.77,116.54,75.76
26.49,66.43,2.92,1002.03,50.17,151.59,99.48,42.87,1.93,159.87,89.07
21.24,53.32,5.15,1021.22,113.55,85.08,6.14,4.67,4.27,65.95,103.37
22.87,44.42,4.37,1021.72,45.61,228.81,56.39,9.14,1.77,79.18,114.04
30.74,35.7,9.87,1016.24,245.6,219.27,59.5,29.69,3.57,164.07,223.4
25.57,48.9,1.03,1021.24,28.58,50.86,91.85,37.49,0.42,138.67,56.87
17.81,35.8,1.85,1011.36,149.36,264.34,53.07,5.66,2.05,176.84,173.05
29.6,40.61,1.0,1025.02,158.48,62.48,56.65,46.2,1.85,141.71,120.58
21.66,89.24,6.45,1013.09,136.83,241.21,49.81,48.73,4.12,86.25,145.92
34.37,56.65,1.02,1013.58,167.24,142.52,30.55,31.09,4.84,100.28,136.25
30.4,61.91,8.45,1010.34,33.46,105.2,10.32,25.1,2.41,163.09,74.51
22.76,82.42,5.36,1019.84,140.98,55.89,43.82,37.59,4.16,103.78,120.63
31.41,89.73,5.51,1008.79,75.37,58.61,10.0,17.76,3.56,53.42,79.75
25.34,64.96,5.84,1022.76,235.34,201.95,57.3,25.68,4.84,84.06,193.76
29.26,78.75,2.12,1001.68,191.71,169.62,34.19,45.98,4.09,97.77,180.35
27.42,49.62,2.38,1002.01,243.27,45.4,55.69,47.87,0.57,26.44,128.04
20.77,48.34,3.53,1019.87,14.2,42.68,17.76,46.5,3.62,136.44,53.77
21.78,54.16,6.14,1012.11,74.86,30.97,93.6,14.6,2.77,28.59,61.78
30.15,70.35,2.5,1008.46,52.88,225.69,89.98,13.16,0.28,78.84,131.48
23.33,70.93,1.61,1021.9,7.73,216.45,23.05,16.29,1.41,146.79,56.25
22.98,48.91,9.72,1006.93,64.37,26.94,37.63,23.18,4.62,89.49,87.3
20.22,37.99,0.71,1011.0,171.3,172.48,63.28,17.08,4.65,153.14,156.15
27.12,67.94,8.13,1026.99,61.62,34.56,14.09,19.96,4.03,68.12,51.36
35.31,37.7,7.99,1028.39,129.71,272.09,38.68,31.79,4.91,172.8,173.05
19.66,64.71,3.32,1028.72,222.52,273.06,28.86,38.6,4.07,45.61,200.66
25.12,71.61,1.79,1010.18,174.97,212.49,91.97,37.31,0.25,16.5,162.29
32.06,72.04,1.88,1025.31,101.68,278.59,85.99,41.09,1.58,158.31,141.92
24.6,75.21,7.13,1003.51,96.25,245.32,60.08,3.54,0.35,137.87,121.19
27.26,82.37,6.61,1003.93,116.66,250.28,54.43,4.29,0.65,49.44,149.32
19.69,60.0,7.94,989.5,48.38,175.22,93.42,39.89,1.25,177.41,81.86
27.14,73.81,9.41,1029.73,160.33,98.76,93.58,27.59,2.62,95.39,118.77
24.06,67.15,7.07,1004.36,94.22,73.16,97.09,29.75,4.27,171.68,75.9
29.93,41.2,1.98,1011.73,213.83,104.89,16.91,4.52,4.34,95.85,147.67
30.94,31.54,2.81,1003.9,190.36,192.26,20.25,14.26,3.16,90.22,186.55
37.95,47.07,8.5,1019.95,154.58,60.07,69.29,32.64,4.66,86.35,106.87
27.9,56.58,2.49,1009.24,94.23,85.01,56.44,43.24,2.6,66.93,78.59
26.63,67.03,1.19,999.95,56.43,145.74,6.75,46.02,4.47,100.73,93.24
25.97,81.0,7.18,1017.42,195.16,77.58,10.89,26.02,2.38,86.93,126.56
23.23,41.77,4.32,998.66,124.17,180.71,89.37,28.18,1.53,16.25,164.98
26.69,37.53,9.24,1004.63,60.06,277.72,87.54,41.99,4.6,54.27,136.65
23.52,87.81,6.68,991.93,52.82,226.95,38.94,27.81,2.06,46.23,111.92
25.84,36.48,1.36,998.76,45.52,203.26,89.65,26.81,2.62,157.46,119.2
31.59,58.71,9.5,1014.79,195.4,178.99,61.4,45.44,1.78,111.81,181.25
19.97,65.13,2.96,993.35,61.1,151.5,81.56,39.92,3.38,139.83,102.6
30.7,62.48,3.7,998.19,134.03,64.1,45.61,45.64,4.98,172.66,109.05
31.59,35.16,4.32,1012.98,115.63,269.47,15.77,12.48,0.32,119.49,174.57
24.41,33.42,0.99,1007.56,147.0,82.08,46.2,27.17,4.52,177.04,119.71
14.39,36.33,5.22,1032.92,219.9,36.48,48.44,42.44,0.22,63.0,123.15
21.96,65.14,1.67,1031.34,217.6,227.5,57.34,7.34,1.95,41.67,180.14
31.48,62.66,4.31,1004.32,115.51,60.93,15.03,40.14,1.01,78.56,58.24
24.89,44.02,3.83,1018.57,8.76,117.85,99.18,10.78,3.84,90.04,75.83
20.0,68.27,7.84,1020.49,109.48,18.2,28.19,40.79,0.44,162.21,34.41
22.48,79.2,8.13,1007.03,153.52,49.75,23.86,31.38,2.86,105.19,106.23
29.2,32.49,1.96,998.04,141.65,60.23,55.05,11.28,1.62,59.67,97.93
27.73,59.89,3.98,1012.88,164.58,25.78,56.03,24.72,0.84,136.25,135.71
23.81,71.36,4.05,1011.27,42.75,200.43,46.78,34.73,3.9,95.99,74.08
23.17,45.14,1.94,1008.64,163.4,252.73,78.33,32.42,1.24,37.56,157.94
23.04,48.47,8.09,1017.42,49.75,118.26,54.08,22.51,1.27,108.06,70.83
20.39,66.82,7.22,1005.49,188.88,263.63,62.92,45.17,1.52,164.94,186.97
33.08,83.88,2.31,1001.48,88.08,71.87,73.76,26.92,3.02,153.25,78.19
23.39,78.6,3.98,1014.09,178.92,104.36,7.38,26.28,3.37,109.76,133.9
31.09,64.99,1.51,1016.86,16.73,53.71,59.21,4.99,0.28,74.1,14.09
32.61,73.81,6.47,1001.23,104.93,189.96,89.0,46.26,1.36,24.79,130.6
29.99,51.89,1.65,1022.28,177.73,131.76,6.65,10.5,2.27,89.84,103.37
22.84,68.46,9.87,995.3,60.58,187.85,43.49,27.36,1.79,137.85,100.12
27.02,57.97,7.92,1007.22,199.85,230.89,92.99,40.57,4.44,71.25,186.27
24.88,41.4,4.21,1010.42,159.54,168.25,38.55,12.34,3.98,50.03,162.91
20.48,72.1,6.0,1006.64,148.95,192.01,48.58,27.31,3.2,168.33,177.61
26.62,63.39,9.16,1007.35,91.62,281.22,98.25,13.55,1.82,149.66,144.17
19.1,51.52,5.76,1031.71,123.2,96.73,23.94,38.47,3.56,118.51,128.86
30.94,84.68,2.16,1004.49,151.35,114.16,11.2,29.09,4.25,33.25,121.17
22.68,31.26,4.1,1037.41,120.75,218.13,86.65,43.09,3.06,34.63,132.0
26.01,48.95,8.51,1017.37,176.09,187.28,87.5,44.94,3.97,27.55,193.86
26.42,33.41,6.62,1013.92,111.26,61.77,49.85,33.14,3.8,114.77,102.3
23.71,75.99,6.68,1017.76,54.56,119.08,53.85,36.82,2.94,29.65,79.72
27.93,72.13,8.73,1038.3,57.41,145.67,84.4,28.36,1.7,153.25,100.74
22.63,49.88,8.99,1003.06,6.42,131.62,75.16,20.45,3.78,178.8,70.27
29.36,70.54,9.24,1001.8,78.73,61.7,30.19,33.11,1.19,72.28,66.54
18.27,53.76,1.4,1005.45,188.48,278.08,6.6,45.6,3.94,87.12,174.28
25.63,75.38,5.67,1013.32,199.57,231.07,50.57,22.0,4.06,130.98,186.01
34.69,57.25,7.53,995.74,54.6,149.59,86.6,17.09,4.15,169.32,106.87
20.0,54.74,7.69,1013.22,239.97,207.22,90.1,20.64,2.47,162.0,201.0
21.61,86.08,6.26,1029.94,128.09,270.21,95.84,22.9,1.12,19.79,173.14
27.57,45.05,2.08,1014.51,229.66,49.49,88.56,5.53,0.68,38.74,147.38
25.9,37.23,8.08,1010.07,178.16,82.61,60.1,25.93,3.77,138.28,122.07
26.75,65.07,7.34,1006.82,182.0,167.38,47.24,25.73,4.45,127.11,143.34
27.45,88.16,1.32,1021.99,25.84,241.71,78.61,30.25,3.32,32.65,103.07
28.17,52.67,4.91,1004.74,58.9,20.51,75.28,19.42,0.89,95.35,40.82
30.55,33.72,2.15,1031.46,7.16,295.37,56.12,31.43,4.69,142.74,121.34
27.05,50.36,3.71,1032.33,180.45,141.92,13.3,44.15,4.95,47.19,141.35
23.79,60.36,0.67,1015.57,89.39,114.18,92.98,47.86,2.28,158.12,91.41
28.36,39.72,4.3,1012.88,197.73,94.89,48.28,30.01,3.06,19.01,159.0
34.5,69.49,5.72,1023.31,88.04,60.56,39.52,4.04,3.93,142.97,83.22
24.34,89.86,6.39,1023.95,205.74,239.56,64.81,48.52,3.73,114.69,186.6
20.13,57.1,6.8,1004.94,37.02,287.07,69.01,35.88,4.85,63.58,129.4
30.54,51.28,8.44,1007.73,47.48,129.96,25.02,18.13,0.75,132.56,91.72
24.4,54.04,2.55,999.78,88.51,286.2,84.51,9.06,2.99,143.0,155.25
14.14,36.91,1.64,1017.09,105.08,248.9,32.54,8.88,3.52,168.76,153.74
29.24,83.0,8.59,1019.67,90.43,149.5,22.73,10.05,4.47,72.52,96.43
22.32,54.89,1.99,999.5,192.09,205.47,43.61,4.19,4.4,126.62,193.37
24.55,53.24,9.76,1008.45,28.75,136.15,74.4,45.3,4.89,112.44,116.63
26.66,69.58,8.5,999.53,91.05,172.03,96.72,27.96,2.66,99.29,106.29
25.95,56.52,5.26,1004.01,210.12,26.83,81.88,35.6,4.19,161.37,121.14
28.55,68.89,9.82,1018.51,21.37,211.92,94.33,41.75,2.25,10.54,95.38
22.82,33.69,1.43,1005.67,235.87,25.32,18.36,39.99,2.23,57.96,150.34
27.57,78.82,3.38,1009.99,246.65,246.95,11.76,44.37,1.42,101.51,205.71
23.7,86.43,6.56,996.73,26.7,249.23,57.98,48.43,4.13,40.31,93.73
28.69,68.93,3.83,1014.87,76.36,78.75,32.58,23.08,4.93,164.34,82.67
28.08,87.27,9.32,1012.56,96.24,103.86,83.67,47.62,1.43,120.09,105.69
20.32,39.09,1.12,1005.71,195.22,149.58,68.84,36.72,0.47,91.24,148.33
30.43,58.64,5.72,1011.11,151.0,183.03,97.22,5.39,4.11,148.5,164.82
22.32,66.11,6.11,1014.8,162.87,93.33,29.21,34.73,3.18,86.65,142.83
29.04,64.9,6.7,1004.85,190.59,181.82,51.15,34.96,4.81,104.97,176.83
26.84,54.09,2.93,998.24,33.9,96.36,52.62,45.48,1.41,10.47,57.42
34.19,50.29,3.96,1031.06,209.14,26.09,27.72,19.9,0.54,72.17,131.67
23.88,37.61,8.51,1006.67,177.88,10.73,61.06,30.08,2.56,33.59,95.29
23.25,53.5,2.35,1012.03,146.45,39.33,47.11,2.59,0.61,127.25,79.92
24.9,39.76,8.36,1023.11,222.99,239.75,47.44,17.94,1.46,91.43,191.26
23.48,74.06,5.85,1048.29,176.58,288.82,39.46,4.99,0.8,61.3,175.39
29.0,42.53,7.74,1000.56,54.42,133.82,6.61,27.05,1.28,89.53,62.94
16.92,33.51,7.28,1017.5,110.29,158.68,54.6,41.24,0.71,45.64,140.77
19.73,63.14,2.47,1005.92,126.04,52.59,36.85,11.91,4.78,167.26,133.34
19.66,65.71,5.9,1007.61,18.53,169.8,5.13,27.32,1.54,19.18,61.77
29.75,82.31,8.74,1005.8,238.89,51.95,34.25,11.79,2.33,157.12,150.55
33.55,64.62,4.61,1001.74,36.5,187.25,31.47,7.79,4.51,96.93,90.62
24.48,50.73,9.68,1012.59,175.88,280.65,42.38,26.53,3.45,115.22,206.97
24.16,78.18,4.8,998.25,129.03,66.75,17.53,5.8,3.17,61.44,116.89
25.35,62.42,1.86,1022.47,11.28,231.72,53.23,30.19,3.59,174.34,69.58
30.81,34.76,4.2,1013.55,231.56,16.82,70.78,3.5,4.18,57.91,148.91
20.36,63.95,9.54,1017.22,213.7,118.89,64.87,7.12,4.41,110.11,145.2
26.19,84.48,3.54,1008.34,133.44,42.12,81.36,28.4,3.28,178.88,128.72
29.88,53.78,8.75,1009.33,61.09,112.22,47.94,30.39,4.47,159.79,93.74
27.51,47.78,8.87,1015.88,34.8,60.33,54.31,3.39,2.77,101.18,39.08
25.95,38.61,3.83,1001.36,94.03,118.26,81.99,29.52,1.53,178.36,96.71
30.01,39.09,1.29,1009.42,67.58,131.08,45.63,42.25,4.42,129.23,91.31
11.48,55.97,7.38,1004.4,129.14,97.17,71.65,36.67,2.8,45.48,119.9
28.39,65.74,3.46,1004.09,241.77,200.42,46.29,8.3,4.55,78.95,216.91
21.73,34.84,7.94,991.9,145.86,276.47,44.68,30.44,0.39,66.86,147.15
15.85,86.37,4.71,1026.39,223.03,126.17,77.22,34.27,2.11,68.48,194.08
27.56,75.31,5.11,1006.13,164.47,65.78,21.61,3.79,4.75,139.28,145.44
31.87,65.2,7.89,1024.63,121.44,88.51,37.17,43.06,1.4,109.32,86.39
24.31,79.71,4.13,1023.69,214.38,257.66,26.3,45.5,4.72,16.48,204.97
29.76,34.81,4.71,1000.14,120.49,175.78,39.12,42.82,4.78,159.17,162.21
33.06,58.61,4.07,1002.12,217.81,141.95,26.89,41.58,4.43,60.46,189.27
31.57,67.81,3.99,1038.61,76.44,53.39,60.04,37.76,2.91,179.5,69.38
33.2,79.72,5.5,1030.51,36.56,140.42,80.83,32.4,3.31,172.21,95.68
28.71,77.01,8.18,1012.68,214.55,90.76,79.73,34.57,4.37,169.89,205.68
25.38,46.62,3.94,1015.57,148.92,283.52,39.63,40.71,3.92,147.89,181.82
16.99,86.45,5.48,1006.69,222.83,266.38,98.93,33.8,3.22,47.5,204.04
23.77,37.46,6.87,1017.32,234.77,34.33,61.42,17.73,4.91,100.55,154.05
20.78,82.51,3.06,1005.83,18.14,159.83,42.94,20.05,3.49,48.13,77.45
35.85,88.26,3.14,992.68,127.74,75.27,84.38,45.06,4.88,54.14,105.0
24.12,40.63,9.37,999.78,96.87,129.13,74.34,2.82,0.48,113.86,105.07
25.62,73.32,7.37,1013.21,158.34,264.29,76.18,35.54,0.87,16.94,151.97
27.76,32.42,5.98,1001.69,199.43,162.98,23.63,47.83,2.37,174.81,153.98
25.22,54.33,6.65,1012.33,73.74,106.92,49.49,35.9,2.05,166.17,96.53
33.48,60.98,0.78,1002.25,141.42,70.29,86.87,49.71,3.96,74.73,90.01
21.89,64.84,6.37,1005.18,178.64,242.09,52.88,35.0,0.97,97.62,187.4
25.97,86.16,5.34,1021.53,37.94,191.11,69.93,3.65,4.89,89.24,69.74
21.29,70.34,5.68,1015.47,204.45,145.74,60.85,41.7,1.71,159.97,136.48
18.4,58.88,3.91,1012.9,153.5,73.07,85.02,15.66,2.26,127.06,109.79
21.94,78.58,1.27,1021.79,237.64,106.93,32.03,23.41,1.52,57.28,165.28
24.81,87.03,2.34,1017.81,88.18,288.35,59.67,16.98,2.98,85.96,167.96
22.85,31.32,9.53,1027.47,31.5,160.83,16.71,14.89,0.48,82.92,70.38
21.54,88.95,4.38,1008.4,129.09,126.2,70.57,22.71,0.92,173.09,113.12
17.97,35.17,4.93,1008.7,26.02,161.21,74.54,20.18,3.78,39.8,90.67
24.58,78.86,1.0,999.99,242.53,235.91,9.07,32.4,1.1,25.23,185.29
17.48,46.82,0.86,1008.71,14.48,108.63,69.2,41.03,1.33,159.71,58.08
28.8,37.93,7.31,1022.65,189.61,61.82,44.4,16.26,4.01,162.44,115.88
25.41,56.39,5.61,1026.0,133.65,179.63,16.79,12.26,0.65,158.2,129.35
17.71,68.64,5.33,1022.6,95.31,202.91,44.89,34.01,2.3,96.87,121.61
23.45,52.86,2.81,995.06,21.13,216.69,23.45,34.18,0.31,122.16,70.94
21.24,33.27,7.58,1023.83,157.43,265.78,44.48,45.25,1.86,105.77,175.34
26.6,65.97,2.1,994.61,148.38,117.64,41.51,2.77,3.56,21.81,127.25
31.7,84.14,2.3,1021.98,73.82,31.85,75.15,42.95,0.63,111.29,77.88
15.62,52.99,4.88,1009.32,228.0,287.92,78.55,27.01,4.46,12.31,199.14
25.58,42.98,3.22,1020.03,79.51,136.15,62.67,31.82,4.57,65.25,102.32
24.2,56.55,2.85,999.68,115.18,190.74,7.16,6.39,0.7,168.49,109.93
28.36,32.9,6.63,1024.71,138.22,203.23,93.45,22.77,4.96,61.69,169.71
26.07,79.23,6.68,998.35,29.56,168.49,70.19,12.91,1.63,169.77,92.58
21.24,79.58,8.33,1006.32,233.38,69.52,8.25,14.2,0.6,52.52,149.56
23.4,65.28,4.47,1003.02,96.76,228.99,82.79,26.2,0.22,63.48,118.05
21.02,51.19,1.19,995.46,24.79,243.09,24.03,41.0,2.16,116.83,111.88
30.38,77.99,3.1,1013.95,99.89,170.36,60.03,37.7,3.22,139.48,98.45
25.11,63.28,9.81,1031.06,152.05,151.68,49.33,30.37,1.79,95.24,109.24
34.51,79.56,6.16,1039.67,130.84,43.04,44.88,27.89,4.22,159.96,80.93
24.7,67.89,7.24,1013.97,175.16,34.35,89.52,22.51,3.64,16.84,118.72
21.46,77.06,0.57,1024.17,18.59,108.47,46.55,48.69,1.88,166.77,68.03
17.43,65.91,5.42,1015.32,74.71,100.15,12.16,28.89,3.72,43.37,37.46
15.98,54.85,0.86,1017.99,205.71,286.56,94.93,14.19,4.71,160.32,236.22
17.08,87.48,5.91,1009.58,24.57,237.25,92.45,13.04,0.65,78.15,98.83
26.34,62.47,9.25,1014.95,214.59,201.38,70.02,31.34,1.67,151.57,160.8
27.54,66.31,9.7,1018.37,27.51,160.12,49.45,27.1,2.42,124.18,79.36
17.09,43.23,5.64,1007.22,209.44,58.54,13.82,2.37,2.59,39.91,148.74
29.48,67.54,4.85,1012.23,93.39,293.75,80.12,41.84,2.8,166.07,165.65
22.58,64.3,9.48,1012.42,154.99,118.76,12.17,35.8,1.64,51.74,138.58
25.73,41.09,6.9,1021.26,42.46,41.01,11.52,33.77,3.4,51.5,27.12
33.06,33.58,1.12,1002.34,21.21,153.2,56.05,5.3,3.3,148.41,69.08
29.48,66.26,4.92,1012.48,57.9,263.46,20.21,19.38,2.97,28.0,106.59
23.66,75.82,2.78,1032.12,36.32,267.31,5.73,46.9,0.75,47.75,130.23
20.54,61.4,4.96,1024.64,81.54,13.18,45.2,43.4,2.49,95.63,70.38
14.24,43.61,4.83,1026.49,131.02,267.03,18.04,15.71,1.91,151.18,199.67
21.4,69.99,6.03,1013.24,149.25,88.73,20.25,9.54,2.56,35.07,105.1
23.94,34.81,3.89,1016.21,198.52,21.3,12.31,23.56,4.62,103.1,113.12
20.06,56.51,2.06,1023.02,165.78,255.86,24.48,19.08,2.51,130.91,171.04
24.34,39.8,5.29,1028.6,154.15,260.52,72.97,34.75,0.27,156.3,188.87
25.38,41.07,8.39,993.48,105.89,182.91,81.85,48.39,2.31,169.05,123.23
23.88,42.14,6.81,999.85,121.08,176.59,47.99,19.42,4.14,143.39,136.44
21.75,53.2,3.71,1026.09,106.56,245.8,53.12,4.99,3.94,120.98,148.28
25.84,33.07,9.39,1010.23,211.33,238.03,8.1,45.09,2.66,83.72,190.4
27.21,53.87,9.17,1006.28,61.35,268.13,11.59,3.82,1.4,29.06,107.46
19.55,60.7,2.49,1000.46,6.4,170.3,29.47,47.73,2.43,130.66,67.47
32.05,59.0,0.87,1007.45,164.57,290.62,56.67,33.9,2.91,178.77,186.43
24.51,52.97,7.54,998.98,54.6,298.88,75.26,47.2,5.0,135.25,144.44
25.09,80.35,8.36,1033.91,223.08,43.8,62.48,11.58,3.29,12.84,155.79
28.54,38.72,9.69,1012.78,215.47,256.37,42.25,3.95,3.53,94.36,227.96
26.17,60.34,8.95,1012.42,23.8,154.95,16.24,25.43,2.56,114.49,58.64
29.77,33.72,6.21,1018.88,31.07,122.39,79.17,23.63,1.9,127.24,63.72
26.44,34.27,5.54,1022.62,126.32,187.79,39.56,17.91,4.1,132.35,126.93
21.94,64.43,0.76,1022.46,154.26,26.23,74.93,47.97,2.58,104.88,107.52
26.81,63.96,2.84,1023.74,72.35,156.87,53.73,41.48,4.97,47.97,98.49
19.28,82.68,4.87,1006.69,180.62,262.56,75.17,33.76,2.39,170.17,192.46
25.54,63.47,6.47,1010.02,150.75,71.9,91.19,9.82,0.53,128.43,127.26
24.83,87.59,5.79,1020.69,84.58,133.65,92.5,37.25,3.48,50.26,67.05
23.96,32.92,7.56,1007.73,11.22,282.45,55.84,36.9,0.42,64.79,107.72
24.36,35.88,3.16,1012.95,188.79,134.28,53.59,22.4,1.4,166.73,141.8
15.59,32.64,5.87,1016.99,57.61,113.93,30.24,46.39,1.9,160.87,84.15
22.26,41.12,1.34,1020.85,209.45,137.76,93.9,10.01,3.75,78.87,155.32
25.46,62.48,4.43,995.22,107.97,160.64,48.5,14.83,2.57,16.51,133.76
25.8,68.73,7.63,1020.15,146.38,193.28,17.12,5.03,0.34,18.24,148.22
19.86,32.74,7.09,1010.66,218.87,242.2,46.11,40.18,3.16,58.27,207.89
31.33,86.76,9.91,1020.07,216.59,141.11,17.07,31.84,2.17,116.95,174.69
20.67,80.53,3.14,1020.77,96.02,247.07,52.74,17.12,4.62,109.31,133.14
29.85,47.8,5.23,1029.08,56.18,164.78,58.32,9.86,2.6,117.75,84.7
27.14,34.63,3.63,1026.53,194.91,108.16,37.09,3.93,3.6,131.94,158.54
21.77,40.19,4.69,1026.47,111.1,200.81,11.81,10.0,1.25,13.24,109.98
33.88,37.62,8.64,1027.44,52.05,218.14,94.63,23.76,3.85,27.86,135.92
19.03,37.4,7.0,1015.91,226.58,171.83,78.47,13.86,3.66,71.11,180.93
29.6,61.11,8.88,1013.32,53.54,26.42,84.69,14.43,4.54,36.33,65.76
30.0,44.75,2.43,1021.73,11.32,59.27,39.85,44.03,0.36,22.8,62.66
21.65,51.49,8.8,1020.32,9.97,92.74,77.28,26.73,2.35,118.96,40.7
31.96,89.37,1.07,1009.91,157.47,91.96,51.11,37.0,3.46,148.61,127.67
23.75,71.06,8.94,1017.05,167.11,205.29,24.1,3.71,0.66,137.95,168.28
26.44,86.94,3.63,1012.65,81.21,15.32,16.82,19.53,2.17,148.9,71.62
